X,Y,FID,ID,Name,EmplRange,NAICSCode,NAICSTitle,NAICSDescr,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,PostalCode,BuildingNo,UnitNo,Modified,CHArea,Ward,BIA,PIN_1
-79.73605465,43.6078711,3744,11741,Testmark Laboratories,10 to 19,541620,Professional,Environmental Consulting Services,905-821-1112,905-821-2095, ,mississauga@testmark.ca,www.testmark.ca,6820,Kitimat Rd,L5N 5M3, ,1 to 4,2021/07/28 00:00:00+00,Meadowvale Business Park CC,11, ,4321800
-79.62099059,43.58287809,3745,10746,Hasty Market,1 to 4,445120,Retail,Convenience Stores,905-273-4000,905-273-7112, , ,www.hastymarketcorp.com,3154,Hurontario St,L5B 1N9, , ,2017/11/08 00:00:00+00,DT Cooksville,7,CK,31756900
-79.60730105,43.58882026,3746,7283,Leopard Motors,20 to 49,441120,Retail,Used Car Dealers, ,905-270-2116, ,gm@autodome.ca,www.autodome.ca,379,Dundas St E,L5A 1X4, , ,2022/05/10 00:00:00+00,Cooksville NHD (East),7, ,2933600
-79.68778871,43.52236057,3747,11744,The Auto Spa Ltd.,1 to 4,811121,Other Services,Automotive Body  Paint and Interior Repair and Maintenance,905-569-6908,905-569-7203, ,info@theautospa.ca,www.theautospa.ca,3130,Laird Rd,L5L 5X4, ,3-Jan,2022/05/12 00:00:00+00,Western Business Park EA,8, ,14544100
-79.62557111,43.58765024,3748,10750,Dentistry on 10,5 to 9,621210,Health Care,Offices of Dentists,905-848-8440,905-275-2436, ,reception@dentistryon10.com,www.dentistryon10.com,3355,Hurontario St,L5A 4E7, ,10,2022/06/27 00:00:00+00,DT Fairview,4, ,3820700
-79.6156498,43.58158988,3749,7286,Road Experts of Canada,5 to 9,611690,Educational,All Other Schools and Instruction,905-230-6999, , ,chawlank@yahoo.com,www.roadexperts.ca,39,Dundas St E,L5A 1V9, ,201,2018/12/30 00:00:00+00,DT Cooksville,7,CK,2937000
-79.68778871,43.52236057,3750,11745,Ace Glass and Mirror Ltd.,1 to 4,418990,Wholesale,All Other Wholesaler-Distributors,905-569-6559,905-569-1737, ,aceglassandmirror@gmail.com,www.aceglassandmirror.ca,3130,Laird Rd,L5L 5X4, ,9&10,2022/05/12 00:00:00+00,Western Business Park EA,8, ,14544100
-79.61520231,43.58061747,3751,7295,Money Mart,10 to 19,522390,Finance,Other Activities Related to Credit Intermediation,905-897-0606,905-897-3002, , ,www.moneymart.ca,40,Dundas St E,L5A 1W2, ,A & B,2022/06/23 00:00:00+00,DT Cooksville,7,CK,23056400
-79.62557111,43.58765024,3752,10757,Apple Tree Medical Clinic,1 to 4,621110,Health Care,Offices of Physicians,905-281-0115,905-290-0256, , ,www.appletreetoronto.com,3355,Hurontario St,L5A 4E7, ,13,2022/06/27 00:00:00+00,DT Fairview,4, ,3820700
-79.69216397,43.51693922,3753,11746,Tile Shoppe Inc.  The,10 to 19,442210,Retail,Floor Covering Stores,905-828-5666,905-828-1955, ,infomississauga@tileshoppes.com,www.tileshoppe.com,3345,Laird Rd,L5L 5R6, ,1,2022/05/13 00:00:00+00,Western Business Park EA,8, ,14544600
-79.65695499,43.69175076,3754,9589,J C A I I (Jeff Campbell and Associates International Inc),1 to 4,418990,Wholesale,All Other Wholesaler-Distributors,905-677-5710, ,1-844-423-5465,jeff@jcaii.com,www.jcaii.com,2355,Derry Rd E,L5S 1V6, ,45 - Lower,2017/06/08 00:00:00+00,Northeast EA (West),5, ,14798100
-79.61520231,43.58061747,3755,7299,Desi Corner Food Take Out,5 to 9,445110,Retail,Supermarkets and Other Grocery (except Convenience) Stores,905-275-7501, , , , ,40,Dundas St E,L5A 1W2, ,C1,2022/06/23 00:00:00+00,DT Cooksville,7,CK,23056400
-79.62557111,43.58765024,3756,10759,Soft Touch Spa Skin & Hair Care,1 to 4,812115,Other Services,Beauty Salons,905-566-8979, , ,softtouchspa@live.ca,www.softtouchspa.ca,3355,Hurontario St,L5A 4E7, ,4,2022/06/27 00:00:00+00,DT Fairview,4, ,3820700
-79.69282928,43.5163808,3757,11751,Living Expressions Inc.,1 to 4,442110,Retail,Furniture Stores,905-569-9969,905-569-9979, ,email@livingexpressions.ca,www.livingexpressions.ca,3375,Laird Rd,L5L 5R7, ,1,2021/08/16 00:00:00+00,Western Business Park EA,8, ,14544700
-79.65695499,43.69175076,3758,9594,Palmer Marketing,5 to 9,541810,Professional,Advertising Agencies,905-672-6282, ,1-800-247-5550,sales@trypm.com,www.trypm.com,2355,Derry Rd E,L5S 1V6, ,18,2022/07/20 00:00:00+00,Northeast EA (West),5, ,14798100
-79.60633916,43.58835511,3759,7306,Medx Spine Care,1 to 4,621390,Health Care,Offices of All Other Health Practitioners,647-832-0739, , ,wellnessmedx@gmail.com, ,400,Dundas St E,L5A 1X5, ,105,2019/09/19 00:00:00+00,Cooksville NHD (East),7,CK,597700
-79.62854989,43.58820944,3760,10761,Dermatology Enhancement Centre - Dr. E. Eisenberg,1 to 4,621390,Health Care,Offices of All Other Health Practitioners,905-896-1515,905-896-0116, , , ,3420,Hurontario St,L5B 4A9, ,206,2017/11/08 00:00:00+00,DT Fairview,7, ,5265600
-79.69282928,43.5163808,3761,11753,Just A Countertop,5 to 9,337110,Manufacturing,Wood Kitchen Cabinet and Counter Top Manufacturing,905-569-8900,905-608-8468, ,sales@justacountertop.net,www.justacountertop.ca,3375,Laird Rd,L5L 5R7, ,2,2022/05/13 00:00:00+00,Western Business Park EA,8, ,14544700
-79.65695499,43.69175076,3762,9597,Draytek International Inc.,5 to 9,333990,Manufacturing,All Other General-Purpose Machinery Manufacturing,905-677-2980,905-677-2981, , ,www.draytekinternational.com,2355,Derry Rd E,L5S 1V6, ,2&3,2021/05/10 00:00:00+00,Northeast EA (West),5, ,14798100
-79.60633916,43.58835511,3763,7307,Szechuan Noodle Bowl,1 to 4,722512,Accommodation,Limited-service eating places,905-270-0068, , , , ,400,Dundas St E,L5A 1X5, ,101,2022/05/26 00:00:00+00,Cooksville NHD (East),7,CK,597700
-79.62854989,43.58820944,3764,10762,Mississauga Health Centre,5 to 9,621390,Health Care,Offices of All Other Health Practitioners,905-272-0165,905-272-4082, ,mississaugahealthcentre@gmail.com, ,3420,Hurontario St,L5B 4A9, ,101,2022/06/24 00:00:00+00,DT Fairview,7, ,5265600
-79.69381373,43.51578574,3765,11755,Futures Gymnastics Centre Inc.,10 to 19,713999,Arts,All Other Amusement and Recreation Industries,905-820-4843,905-812-0234, ,lairdoffice@futuresgymnastics.com,www.futuresgymnastics.com,3425,Laird Rd,L5L 5R8, ,6,2022/07/14 00:00:00+00,Western Business Park EA,8, ,14544800
-79.65695499,43.69175076,3766,9600,Vital Safety Services,20 to 49,561612,Administrative,Security Guard and Patrol Services,905-230-6388, , ,info@vitalsafetyservices.com,www.vitalsafetyservices.com,2355,Derry Rd E,L5S 1V6, ,6,2022/07/20 00:00:00+00,Northeast EA (West),5, ,14798100
-79.6156498,43.58158988,3767,7310,Cash 4 Gold,1 to 4,522390,Finance,Other Activities Related to Credit Intermediation,905-232-4653,905-232-4650, ,info@moneylounge.ca,www.cash4gold.com,41,Dundas St E,L5A 1V9, ,A,2022/06/23 00:00:00+00,DT Cooksville,7,CK,2937000
-79.62854989,43.58820944,3768,10763,N. Abdelshaheed  Family Physician,1 to 4,621110,Health Care,Offices of Physicians,905-848-0045,905-848-0047, , , ,3420,Hurontario St,L5B 4A9, ,201,2017/11/08 00:00:00+00,DT Fairview,7, ,5265600
-79.69381373,43.51578574,3769,11756,DIRECT Stone and Tile,5 to 9,238340,Construction,Tile and Terrazzo Contractors,905-696-8010, , ,Sales@canadacontractorscorner.com,www.canadacontractorscorner.com,3425,Laird Rd,L5L 5R8, ,3,2022/05/13 00:00:00+00,Western Business Park EA,8, ,14544800
-79.60534106,43.58827573,3770,7311,Scott Funeral Home,10 to 19,812210,Other Services,Funeral Homes,905-272-4040,905-272-0148, ,scottmississauga@arbormemorial.com,www.scott-mississauga.ca,420,Dundas St E,L5A 1X5, , ,2022/05/26 00:00:00+00,Cooksville NHD (East),7,CK,597800
-79.62854989,43.58820944,3771,10767,Lifemark City Centre,5 to 9,621340,Health Care,Offices of Physical  Occupational  and Speech Therapists and Audiologists,905-803-9393,905-361-1282,1-866-972-0071,citycentre@lifemark.ca,www.lifemark.ca/city-centre,3420,Hurontario St,L5B 4A9, ,301,2022/06/24 00:00:00+00,DT Fairview,7, ,5265600
-79.65695499,43.69175076,3772,9601,Worldwide Aircraft Ferrying Ltd.,1 to 4,481110,Transportation,Scheduled Air Transportation,905-677-7985,905-677-4582, ,mbannock@wwaf.ca,www.wwaf.ca,2355,Derry Rd E,L5S 1V6, ,36,2021/07/07 00:00:00+00,Northeast EA (West),5, ,14798100
-79.62854989,43.58820944,3773,10770,Central All Care Pharmacy,5 to 9,446110,Retail,Pharmacies and Drug Stores,905-306-0606,905-306-0782, ,centralallcare@hotmail.com, ,3420,Hurontario St,L5B 4A9, ,105,2022/06/24 00:00:00+00,DT Fairview,7, ,5265600
-79.6156498,43.58158988,3774,7312,Pay 2 Day,5 to 9,522390,Finance,Other Activities Related to Credit Intermediation,905-232-2329, , ,info@pay2day.ca,www.pay2day.ca,43,Dundas St E,L5A 1V9, ,101,2022/06/23 00:00:00+00,DT Cooksville,7,CK,2937000
-79.69381373,43.51578574,3775,11757,Pro Door & Dock Systems,20 to 49,237990,Construction,Other Heavy and Civil Engineering Construction,416-676-1117,905-785-8106,1-888-676-1117,Accounting@prodoor.ca,www.prodoor.ca,3425,Laird Rd,L5L 5R8, ,5,2022/05/13 00:00:00+00,Western Business Park EA,8, ,14544800
-79.65695499,43.69175076,3776,9602,Anogen - Yes Biotech Laboratories Ltd.,5 to 9,325410,Manufacturing,Pharmaceutical and Medicine Manufacturing,905-677-9221,905-677-0023, ,info@anogen.ca,www.anogen.net,2355,Derry Rd E,L5S 1V6, ,23,2022/07/20 00:00:00+00,Northeast EA (West),5, ,14798100
-79.6298669,43.58921572,3777,10771,Wally's Restaurant Hamburger & Steak Place,1 to 4,722512,Accommodation,Limited-service eating places,905-279-0975, , , , ,3480,Hurontario St,L5B 1P2, , ,2017/11/08 00:00:00+00,DT Fairview,7, ,5265300
-79.61513765,43.58198505,3778,7315,Wow! Korean Restaurant,1 to 4,722511,Accommodation,Full-service restaurants,905-896-2315, , , , ,55,Dundas St E,L5A 1W1, ,4,2022/05/10 00:00:00+00,DT Cooksville,7,CK,2936800
-79.69680263,43.5153029,3779,11761,Reflex Medical Centre,10 to 19,621390,Health Care,Offices of All Other Health Practitioners,905-820-6000,905-820-6090, , ,www.reflexmedical.ca,3470,Laird Rd,L5L 5Y4, ,1 to 3,2021/07/15 00:00:00+00,Western Business Park EA,8, ,14538000
-79.65695499,43.69175076,3780,9613,Max Mortgages Inc.,5 to 9,522310,Finance,Mortgage and Non-mortgage Loan Brokers,905-676-2700,905-676-2800, ,leena@maxmortgages.ca,www.maxmortgages.ca,2355,Derry Rd E,L5S 1V6, ,14,2018/12/30 00:00:00+00,Northeast EA (West),5, ,14798100
-79.63396719,43.59214297,3781,10784,Catholic Crosscultural Services,10 to 19,813410,Other Services,Civic and Social Organizations,905-273-4140,905-273-4176, ,lloong@ccscan.ca,www.ccscan.ca,3660,Hurontario St,L5B 3C4, ,701,2021/07/02 00:00:00+00,DT Core,7, ,5263600
-79.61513765,43.58198505,3782,7320,Rai Consultants,1 to 4,911410,Public Administration,Foreign Affairs,905-803-9188,905-803-9853, ,raiconsultant@yahoo.com,www.raigroupinc.com,55,Dundas St E,L5A 1W1, ,201&202,2017/11/08 00:00:00+00,DT Cooksville,7,CK,2936800
-79.69680263,43.5153029,3783,11762,Slot Label Inc.,20 to 49,323119,Manufacturing,Other Printing,905-820-0849,905-820-0852, ,christie@slotlabel.com,www.slotlabel.com,3470,Laird Rd,L5L 5Y4, ,6&7,2022/05/13 00:00:00+00,Western Business Park EA,8, ,14538000
-79.65695499,43.69175076,3784,9616,Aims Immigration Solutions Inc.,1 to 4,911320,Public Administration,Immigration Services,905-673-9000,905-673-9555, ,info@aimsimmigration.ca,www.aimsimmigration.ca,2355,Derry Rd E,L5S 1V6, ,44,2022/06/20 00:00:00+00,Northeast EA (West),5, ,14798100
-79.63488555,43.59248323,3785,10790,Hertz Canada Ltd.,1 to 4,532111,Real Estate,Passenger Car Rental,905-279-7330,905-279-9604,1-800-654-3131, ,www.hertz.ca,3670,Hurontario St,L5B 1P3, , ,2022/08/15 00:00:00+00,DT Core,7, ,6076100
-79.69680263,43.5153029,3786,11766,Hisco Canada,1 to 4,419120,Wholesale,Wholesale Trade Agents and Brokers,905-633-8185, , ,ordersCA@hiscoinc.com,www.hisco.com,3480,Laird Rd,L5L 5Y4, ,8,2022/05/13 00:00:00+00,Western Business Park EA,8, ,14538000
-79.61513765,43.58198505,3787,7323,Dundas Clinical Pharmacy,10 to 19,446110,Retail,Pharmacies and Drug Stores,905-277-8822,905-277-3398, ,Info@dundasclinicalpharmacy.com,www.dundasclinicalpharmacy.com,55,Dundas St E,L5A 1W1, ,1,2022/05/10 00:00:00+00,DT Cooksville,7,CK,2936800
-79.65695499,43.69175076,3788,9618,KLCRANES,5 to 9,238210,Construction,Electrical Contractors and Other Wiring Installation Contractors, , ,1-855-888-1894,sales@telecrane.ca,www.telecrane.ca,2355,Derry Rd E,L5S 1V6, ,8,2019/12/12 00:00:00+00,Northeast EA (West),5, ,14798100
-79.63488555,43.59248323,3789,10792,Novotel Toronto Mississauga,100 to 299,721111,Accommodation,Hotels,905-896-1000,905-896-2521, ,reservations@mississauga-hotel.com,www.mississaugacentre.hotel,3670,Hurontario St,L5B 1P3, , ,2019/12/12 00:00:00+00,DT Core,7, ,6076100
-79.69578601,43.51621745,3790,11781,Westburne Electric,1 to 4,416110,Wholesale,Electrical Wiring and Construction Supplies Wholesaler-Distributors,905-608-1010,905-608-0606, ,Frank.balenzano@westburne.ca,www.westburne.ca,3495,Laird Rd,L5L 5S5, ,21,2022/05/12 00:00:00+00,Western Business Park EA,8, ,14544900
-79.61513765,43.58198505,3791,7325,Cooksville Fish & Chips,1 to 4,722512,Accommodation,Limited-service eating places,905-272-9722, , , , ,55,Dundas St E,L5A 1W1, ,8,2022/05/10 00:00:00+00,DT Cooksville,7,CK,2936800
-79.65695499,43.69175076,3792,9624,Metro Legal & Immigration Incorp. - O/A Metro Immigration,5 to 9,911320,Public Administration,Immigration Services,905-673-1200,905-673-2300, ,visa@metroimmigration.com,www.metroimmigration.com,2355,Derry Rd E,L5S 1V6, ,12,2018/12/30 00:00:00+00,Northeast EA (West),5, ,14798100
-79.63515697,43.59294833,3793,10793,Petro Canada,5 to 9,447110,Retail,Gasoline Stations with Convenience Stores,905-279-4213,905-279-4213, ,bo59262@petro-canada.ca,www.petro-canada.ca,3680,Hurontario St,L5B 1P3, , ,2022/08/15 00:00:00+00,DT Core,7, ,5263500
-79.69578601,43.51621745,3794,11786,Landmark Kitchen Concepts,1 to 4,321999,Manufacturing,All Other Miscellaneous Wood Product Manufacturing,905-607-1500,905-607-1505, ,Gary@landmarkkitchens.ca,www.landmarkkitchens.ca,3495,Laird Rd,L5L 5S5, ,12 to 15,2022/05/12 00:00:00+00,Western Business Park EA,8, ,14544900
-79.61513765,43.58198505,3795,7326,Friendly Staffing,100 to 299,561310,Administrative,Employment Placement Agencies and Executive Search Services,905-848-1400,905-848-8010, ,tejash@friendlystaffing.net,www.friendlystaffing.net,55,Dundas St E,L5A 1W1, ,204,2022/05/10 00:00:00+00,DT Cooksville,7,CK,2936800
-79.65695499,43.69175076,3796,9626,Universal Quality Solutions Inc.,5 to 9,541380,Professional,Testing Laboratories,905-612-1190,905-612-0208, ,uqsi@rogers.com,www.uqsi.ca,2355,Derry Rd E,L5S 1V6, ,19,2018/12/30 00:00:00+00,Northeast EA (West),5, ,14798100
-79.63515697,43.59294833,3797,10794,Daniel Auto Repair,1 to 4,811111,Other Services,General Automotive Repair,905-366-1400,905-361-0975, ,danielautorepair@gmail.com,www.danielauto.ca,3680,Hurontario St,L5B 1P3, , ,2022/08/18 00:00:00+00,DT Core,7, ,5263500
-79.69578601,43.51621745,3798,11787,Eluma Interiors,1 to 4,541410,Professional,Interior Design Services,905-813-0114, , ,Info@elumainteriors.ca,www.Elumainteriors.ca,3495,Laird Rd,L5L 5S5, ,18,2022/05/12 00:00:00+00,Western Business Park EA,8, ,14544900
-79.61513765,43.58198505,3799,7327,UR Cell Connections Inc.,1 to 4,443143,Retail,Appliance  television and other electronics stores  ,905-566-8593, , ,urcell@hotmail.ca, ,55,Dundas St E,L5A 1W1, ,2,2022/05/10 00:00:00+00,DT Cooksville,7,CK,2936800
-79.65695499,43.69175076,3800,9628,N A I Canada,1 to 4,813910,Other Services,Business Associations,905-677-0303,905-362-1008, ,contactus@naicanada.com, ,2355,Derry Rd E,L5S 1V6, ,17 - Lower,2022/07/20 00:00:00+00,Northeast EA (West),5, ,14798100
-79.64989217,43.60654386,3801,10795,Second Cup,10 to 19,722512,Accommodation,Limited-service eating places,905-501-8181, , ,secondcup9344@secondcup.com,www.secondcup.com,4553,Hurontario St,L4Z 3L9, ,E2,2022/06/02 00:00:00+00,Uptown MN,4, ,3526500
-79.69739565,43.51769102,3802,11793,KONE Canada Inc.,5 to 9,333519,Manufacturing,Other Metalworking Machinery Manufacturing,905-820-6034,905-820-7189, ,koneservice@kone.com,www.kone.ca,3505,Laird Rd,L5L 5Y7, ,14&15,2021/06/03 00:00:00+00,Western Business Park EA,8, ,17999600
-79.69511203,43.51733881,3803,11794,Attard Construction Corp.,5 to 9,236110,Construction,Residential Building Construction,905-824-6300, , ,chad@attard.net,www.attard.net,3190,Ridgeway Dr,L5L 5S8, ,21,2022/08/24 00:00:00+00,Western Business Park EA,8, ,14545000
-79.61401887,43.58125198,3804,7328,Star Gift,1 to 4,452999,Retail,All Other Miscellaneous General Merchandise Stores,647-889-6775,289-232-2839, ,stargift1@gmail.com,www.stargift.ca,60,Dundas St E,L5A 1W4, ,4,2022/06/27 00:00:00+00,DT Cooksville,7,CK,595500
-79.64989217,43.60654386,3805,10797,Fish & Chips Seafood Restaurant,5 to 9,722511,Accommodation,Full-service restaurants,905-755-0414, , , , ,4555,Hurontario St,L4Z 3M1, ,C6,2022/06/02 00:00:00+00,Uptown MN,4, ,3526500
-79.57092584,43.62462442,3806,9638,Dolan Foods Inc.,10 to 19,413160,Wholesale,Red Meat and Meat Product Wholesaler-Distributors,416-207-8813,905-624-5354, ,dolanfoods@gmail.com,www.dolanfoods.com,3045,Universal Dr,L4X 2E2, , ,2022/06/20 00:00:00+00,Dixie EA,3, ,1909400
-79.64989217,43.60654386,3807,10798,Allstate Insurance Co. of Canada,10 to 19,524210,Finance,Insurance Agencies and Brokerages,905-502-1607,905-502-1475,1-866-896-3192,mississaugacentreagency@allstate.ca,www.allstate.ca,4555,Hurontario St,L4Z 3M1, ,C9,2019/09/19 00:00:00+00,Uptown MN,4, ,3526500
-79.61401887,43.58125198,3808,7329,Montfort Mediterranean Cuisine,5 to 9,722511,Accommodation,Full-service restaurants,905-949-1447,905-949-1447, , , ,60,Dundas St E,L5A 1W4, ,1,2022/06/27 00:00:00+00,DT Cooksville,7,CK,595500
-79.69739565,43.51769102,3809,11799,Trimart Corporation,10 to 19,522310,Finance,Mortgage and Non-mortgage Loan Brokers,905-820-6711,905-820-5669, ,Priority@trimart.ca,www.trimart.ca,3505,Laird Rd,L5L 5Y7, ,2,2022/05/12 00:00:00+00,Western Business Park EA,8, ,17999600
-79.57092584,43.62462442,3810,9639,T N D Logistics,1 to 4,484110,Transportation,General Freight Trucking  Local,905-629-9772, , ,roberto.vemominicis@tndlogistics.ca, ,3085,Universal Dr,L4X 2E2, , ,2022/06/20 00:00:00+00,Dixie EA,3, ,1909400
-79.64989217,43.60654386,3811,10800,Marketplace Pharmacy,5 to 9,446110,Retail,Pharmacies and Drug Stores,905-507-4311,905-507-2565, ,mpswl@yahoo.com, ,4555,Hurontario St,L4Z 3M1, ,C7,2022/06/02 00:00:00+00,Uptown MN,4, ,3526500
-79.61401887,43.58125198,3812,7331,KFC,10 to 19,722512,Accommodation,Limited-service eating places,905-949-1095, , , ,www.kfc.ca,60,Dundas St E,L5A 1W4, ,7,2022/06/27 00:00:00+00,DT Cooksville,7,CK,595500
-79.69739565,43.51769102,3813,11800,S A W Technology,1 to 4,417990,Wholesale,All Other Machinery  Equipment and Supplies Wholesaler-Distributors,905-567-1804, , ,mark@sawtechnology.com,www.sawtechnology.com,3505,Laird Rd,L5L 5Y7, ,18,2021/07/15 00:00:00+00,Western Business Park EA,8, ,17999600
-79.65695499,43.69175076,3814,9640,Cheema Carriers Corp,5 to 9,541710,Professional,Research and Development in the Physical  Engineering and Life Sciences,905-678-1110, , ,dispatch@cheemacarriers.com, ,2355,Derry Rd E,L5S 1V6, ,43 - Lower,2021/05/10 00:00:00+00,Northeast EA (West),5, ,14798100
-79.64989217,43.60654386,3815,10804,Hakka Ren,5 to 9,722511,Accommodation,Full-service restaurants,905-568-1818, , ,contactus@hakkaren.ca,www.hakkaren.ca,4555,Hurontario St,L4Z 3M1, ,C2,2022/06/02 00:00:00+00,Uptown MN,4, ,3526500
-79.61401887,43.58125198,3816,7332,India Town Food Centre,5 to 9,445110,Retail,Supermarkets and Other Grocery (except Convenience) Stores,905-273-4600, , , , ,60,Dundas St E,L5A 1W4, ,6A,2022/06/27 00:00:00+00,DT Cooksville,7,CK,595500
-79.55810531,43.56446042,3817,11808,Lakefront Promenade Marina  City of Mississauga,5 to 9,713930,Arts,Marinas,905-615-4870,905-615-4871, , , ,135,Lakefront Promenade,L5E 3G9, , ,2022/08/29 00:00:00+00,Lakeview NHD,1, ,32371800
-79.65695499,43.69175076,3818,9642,Main International Group Inc. - O/A Tax Leader,1 to 4,541213,Professional,Tax Preparation Services,905-677-0303,905-362-1008, ,manoj.goel@tax-leader.com,www.tax-leader.com,2355,Derry Rd E,L5S 1V6, ,17 - Upper,2022/07/20 00:00:00+00,Northeast EA (West),5, ,14798100
-79.64989217,43.60654386,3819,10806,First Choice Haircutters,5 to 9,812116,Other Services,Unisex Hair Salons,905-502-6863, , , ,www.magicutssalons.com,4555,Hurontario St,L4Z 3M1, ,C3,2022/06/02 00:00:00+00,Uptown MN,4, ,3526500
-79.60053869,43.59337814,3820,7335,Rona,50 to 99,444110,Retail,Home Centres,905-276-6350,905-276-3284, , ,www.rona.ca,650,Dundas St E,L5A 3Y6, , ,2022/06/23 00:00:00+00,Dixie EA,7,CK,395800
-79.55786129,43.56962077,3821,11809,Lakefront Promenade Maintenance Department,20 to 49,913910,Public Administration,Other Local  Municipal and Regional Public Administration,905-615-3200,905-615-4891, , , ,725,Lakefront Promenade,L5E 3G9, , ,2022/08/29 00:00:00+00,Lakeview NHD,1, ,33216500
-79.57339486,43.62435667,3822,9648,Mississauga Food Bank  The,20 to 49,813410,Other Services,Civic and Social Organizations,905-270-5589, , ,info@themississaugafoodbank.org,www.themississaugafoodbank.org,3121,Universal Dr,L4X 2E2, , ,2022/06/14 00:00:00+00,Dixie EA,3, ,1909600
-79.64989217,43.60654386,3823,10807,Emil Jewellery,1 to 4,448310,Retail,Jewellery Stores,905-507-1778, , , , ,4555,Hurontario St,L4Z 3M1, ,C4,2022/06/02 00:00:00+00,Uptown MN,4, ,3526500
-79.67141296,43.53314986,3824,7336,Junheung  Isaiah CPA CGA,1 to 4,541212,Professional,Offices of  Accountants,416-906-7570, , ,isaiahseocga@gmail.com, ,2255,Dundas St W,L5K 1R6, , ,2019/12/12 00:00:00+00,Western Business Park EA,8, ,11774800
-79.65695499,43.69175076,3825,9655,Jesco Gas Services Inc.,1 to 4,238220,Construction,Plumbing  Heating and Air-Conditioning Contractors,905-673-9090,905-673-1717, ,joseph@jescoservices.com,www.jescoservices.com,2355,Derry Rd E,L5S 1V6, ,39,2022/07/20 00:00:00+00,Northeast EA (West),5, ,14798100
-79.58460137,43.55314994,3826,11817,Hooper’s Pharmacy,10 to 19,446110,Retail,Pharmacies and Drug Stores,905-278-4242,905-278-5542, ,Pcrx@hoopershealth.com,www.hoopershealth.com,88,Lakeshore Rd E,L5G 1E1, , ,2022/06/24 00:00:00+00,Port Credit CN,1,PC,13019400
-79.64989217,43.60654386,3827,10808,Royal Bank of Canada,20 to 49,522111,Finance,Personal and Commercial Banking Industry,905-712-8231,905-712-8396, ,Lisa.lem@rbc.com,www.royalbank.com,4557,Hurontario St,L4Z 3M2, ,B2,2022/06/02 00:00:00+00,Uptown MN,4, ,3526500
-79.59891626,43.59459323,3828,7340,G L Stone Consullting Ltd.,1 to 4,541990,Professional,All Other Professional  Scientific and Technical Services,905-277-8181, , ,cathys@glstone.ca,www.glstone.ca,700,Dundas St E,L4Y 3Y5, ,13,2022/08/29 00:00:00+00,Dixie EA,1, ,12567400
-79.56856902,43.62602339,3829,9656,Free Methodist Tamil Fellowship,5 to 9,813110,Other Services,Religious Organizations,905-232-3910, , ,fmtchurch@gmail.com,www.fmtcm.ca,3045,Southcreek Rd,L4X 2X6, ,41,2022/06/20 00:00:00+00,Dixie EA,3, ,14796500
-79.5595389,43.57670365,3830,11820,Watts Current Inc.,5 to 9,442298,Retail,All Other Home Furnishings Stores,905-271-9288,905-271-9289, ,julia@wattscurrent.com,www.wattscurrent.com,1001,Lakeshore Rd E,L5E 1E6, , ,2022/07/14 00:00:00+00,Lakeview NHD,1, ,12581000
-79.64989217,43.60654386,3831,10809,Royal Stones Jewellery Inc.,1 to 4,448310,Retail,Jewellery Stores,905-568-1341,905-568-3442, , , ,4557,Hurontario St,L4Z 3M2, ,B7,2022/06/02 00:00:00+00,Uptown MN,4, ,3526500
-79.59891626,43.59459323,3832,7342,Balasunderam Law Office and Cathy Nguyen Conveyancer,1 to 4,541110,Professional,Offices of Lawyers,905-275-9871, , ,satlaw@satlaw.ca, ,700,Dundas St E,L4Y 3Y5, ,2,2022/08/29 00:00:00+00,Dixie EA,1, ,12567400
-79.56856902,43.62602339,3833,9658,Ultra Auto Sound Inc.,5 to 9,443143,Retail,Appliance  television and other electronics stores  ,905-270-5355, , ,ultraautosound@gmail.com,www.ultraautosound.ca,3045,Southcreek Rd,L4X 2X6, ,44,2019/12/12 00:00:00+00,Dixie EA,3, ,14796500
-79.5592883,43.57695131,3834,11821,Ontario Greenlight Motors,1 to 4,441120,Retail,Used Car Dealers,905-278-1300, , ,greensales@hotmail.ca,www.ontariogreenlightmotors.com,1019,Lakeshore Rd E,L5E 1E6, , ,2022/07/14 00:00:00+00,Lakeview NHD,1, ,12580900
-79.67520933,43.62025905,3835,10810,Adecco Canada,50 to 99,561310,Administrative,Employment Placement Agencies and Executive Search Services,905-272-4344,905-896-4907,1-877-272-4887, ,www.adecco.ca,5770,Hurontario St,L5R 3G5, ,300,2017/11/09 00:00:00+00,Gateway CC,5, ,5103700
-79.59891626,43.59459323,3836,7343,Plumbing Mart,1 to 4,444190,Retail,Other Building Material Dealers,905-275-0574,905-275-8944, , ,www.plumbingmart.ca,700,Dundas St E,L4Y 3Y5, ,1,2022/08/29 00:00:00+00,Dixie EA,1, ,12567400
-79.56856902,43.62602339,3837,9660,Professional Photography and Photo Restoration,1 to 4,541920,Professional,Photographic Services,905-464-6426, , ,info@pnpphotography.com,www.pnpphotography.com,3045,Southcreek Rd,L4X 2X6, ,23,2017/05/23 00:00:00+00,Dixie EA,3, ,14796500
-79.55787221,43.57643468,3838,11825,Oasis Convention Centre,20 to 49,722320,Accommodation,Caterers,905-891-7777,905-891-6211, ,Danny@oasisconvention.com,www.oasisconvention.com,1036,Lakeshore Rd E,L5E 1E4, , ,2022/08/02 00:00:00+00,Lakeview Waterfront MN,1, ,12586900
